media,mediana,desv_std,min,max,pct_negativo,pct_cero,pct_positivo,q01,q05,q25,q50,q75,q95,q99
0.4342313288069835,0.133,1.433987572270614,-8.118,26.857,0.4282250242483026,0.0024248302618816685,0.5693501454898157,-0.87368,-0.707,-0.3195,0.133,0.866,2.5,4.429
