mae,rmse,wape,smape,bias,r2,mae_unidades,wape_unidades,error_abs_total_unidades,bias_unidades,n,target,fold,candidate_id,modelo,familia,feature_set,target_transform,tiempo_entrenamiento_seg,median_ae,spearman,sign_accuracy,precision_roi_positivo,recall_roi_positivo,f1_roi_positivo,precision_roi_negativo,recall_roi_negativo,f1_roi_negativo,falsos_positivos,falsos_negativos,false_positive_rate
0.4436603315259045,1.561218025697892,,,-0.09436392425264337,0.3289746976208615,,,,,356,roi,4,roi__ridge__nonlinear__original__alpha100.0,ridge,ridge,nonlinear,original,0.021085800000037125,0.2613497960572163,0.9710101717818368,0.8960674157303371,0.8524590163934426,0.9952153110047847,0.9183222958057395,0.9910714285714286,0.7551020408163265,0.8571428571428571,36.0,1.0,0.10112359550561797
0.08945346006633102,0.48317561379046453,,,0.010185942418326353,0.8038987496332253,,,,,301,roi,1,roi__hist_gradient_boosting__nonlinear__original__l2_regularization1.0_learning_rate0.05_max_iter220_max_leaf_nodes15_min_samples_leaf20,hist_gradient_boosting,hist_gradient_boosting,nonlinear,original,0.39631779999990613,0.006419969183618313,0.9811528614398204,0.9966777408637874,0.9940828402366864,1.0,0.9970326409495549,1.0,0.9924812030075187,0.9962264150943396,1.0,0.0,0.0033222591362126247
0.08163594509783398,0.6296389252213258,,,-0.032900534349827044,0.7278233911901143,,,,,337,roi,2,roi__hist_gradient_boosting__nonlinear__original__l2_regularization1.0_learning_rate0.05_max_iter220_max_leaf_nodes15_min_samples_leaf20,hist_gradient_boosting,hist_gradient_boosting,nonlinear,original,0.4822254000000612,0.006300954850120943,0.9817729284114396,0.9851632047477745,0.9896907216494846,0.9846153846153847,0.987146529562982,0.9790209790209791,1.0,0.9893992932862191,0.0,3.0,0.0
0.12818068982880515,1.2445006946890351,,,-0.043263361911547116,0.4038033444430762,,,,,330,roi,3,roi__hist_gradient_boosting__nonlinear__original__l2_regularization1.0_learning_rate0.05_max_iter220_max_leaf_nodes15_min_samples_leaf20,hist_gradient_boosting,hist_gradient_boosting,nonlinear,original,0.44518670000002203,0.00609760109291102,0.9737054284969527,0.9939393939393939,0.9949494949494949,0.9949494949494949,0.9949494949494949,0.9924242424242424,0.9924242424242424,0.9924242424242424,1.0,1.0,0.0030303030303030303
0.1533718512173297,1.4257338561856738,,,-0.09239046693644908,0.4403858233468212,,,,,356,roi,4,roi__hist_gradient_boosting__nonlinear__original__l2_regularization1.0_learning_rate0.05_max_iter220_max_leaf_nodes15_min_samples_leaf20,hist_gradient_boosting,hist_gradient_boosting,nonlinear,original,0.4933140000000549,0.005456297101823916,0.9752135293353166,0.9859550561797753,0.9811320754716981,0.9952153110047847,0.9881235154394299,0.9930555555555556,0.9727891156462585,0.9828178694158075,4.0,1.0,0.011235955056179775
0.10576664055625984,0.5230983040122292,,,0.000714335536375,0.7701539880761714,,,,,301,roi,1,roi__hist_gradient_boosting__nonlinear__original__l2_regularization3.0_learning_rate0.04_max_iter300_max_leaf_nodes9_min_samples_leaf30,hist_gradient_boosting,hist_gradient_boosting,nonlinear,original,0.3630697000000964,0.005837118222508394,0.9806963171412445,0.9966777408637874,0.9940828402366864,1.0,0.9970326409495549,1.0,0.9924812030075187,0.9962264150943396,1.0,0.0,0.0033222591362126247
0.09150466294007811,0.6427917266775061,,,-0.04812353216758812,0.7163333906886231,,,,,337,roi,2,roi__hist_gradient_boosting__nonlinear__original__l2_regularization3.0_learning_rate0.04_max_iter300_max_leaf_nodes9_min_samples_leaf30,hist_gradient_boosting,hist_gradient_boosting,nonlinear,original,0.41845439999997325,0.004675657044274861,0.9816903082582772,0.9910979228486647,1.0,0.9948717948717949,0.9974293059125964,0.9790209790209791,1.0,0.9893992932862191,0.0,1.0,0.0
0.13418532587774493,1.2458441016473907,,,-0.042390102051953364,0.40251549135722886,,,,,330,roi,3,roi__hist_gradient_boosting__nonlinear__original__l2_regularization3.0_learning_rate0.04_max_iter300_max_leaf_nodes9_min_samples_leaf30,hist_gradient_boosting,hist_gradient_boosting,nonlinear,original,0.42960249999987354,0.004310619490697762,0.9738254759750156,0.9939393939393939,0.9949494949494949,0.9949494949494949,0.9949494949494949,0.9924242424242424,0.9924242424242424,0.9924242424242424,1.0,1.0,0.0030303030303030303
0.1637045889836806,1.4235138607161162,,,-0.0890469737248831,0.4421272054615273,,,,,356,roi,4,roi__hist_gradient_boosting__nonlinear__original__l2_regularization3.0_learning_rate0.04_max_iter300_max_leaf_nodes9_min_samples_leaf30,hist_gradient_boosting,hist_gradient_boosting,nonlinear,original,0.4501533999998628,0.004212061219272208,0.9749897102204842,0.9943820224719101,0.9952153110047847,0.9952153110047847,0.9952153110047847,0.9931972789115646,0.9931972789115646,0.9931972789115646,1.0,1.0,0.0028089887640449437
0.14005578971208665,0.4919083697625416,,,0.09532912091862084,0.7967461536236833,,,,,301,roi,1,roi__extra_trees__nonlinear__original__max_depth10_max_features0.8_min_samples_leaf5_n_estimators180,extra_trees,extra_trees,nonlinear,original,0.23551470000006702,0.006000712182697376,0.9776767441515307,0.9966777408637874,0.9940828402366864,1.0,0.9970326409495549,1.0,0.9924812030075187,0.9962264150943396,1.0,0.0,0.0033222591362126247
0.10888742448056522,0.6328748416538125,,,-0.009932628476273356,0.7250185964727689,,,,,337,roi,2,roi__extra_trees__nonlinear__original__max_depth10_max_features0.8_min_samples_leaf5_n_estimators180,extra_trees,extra_trees,nonlinear,original,0.2967532999998639,0.009547389067702028,0.9769870737329037,0.9881305637982196,1.0,0.9897435897435898,0.9948453608247423,0.9722222222222222,1.0,0.9859154929577465,0.0,2.0,0.0
0.17195714995243824,1.2496275419282723,,,-0.011881394186174624,0.3988810407482475,,,,,330,roi,3,roi__extra_trees__nonlinear__original__max_depth10_max_features0.8_min_samples_leaf5_n_estimators180,extra_trees,extra_trees,nonlinear,original,0.38099480000005315,0.01704610152405972,0.9697396876082887,0.9939393939393939,0.9949494949494949,0.9949494949494949,0.9949494949494949,0.9924242424242424,0.9924242424242424,0.9924242424242424,1.0,1.0,0.0030303030303030303
0.20510722025940875,1.429253946225564,,,-0.059201733482308734,0.43761907402607536,,,,,356,roi,4,roi__extra_trees__nonlinear__original__max_depth10_max_features0.8_min_samples_leaf5_n_estimators180,extra_trees,extra_trees,nonlinear,original,0.4537062999997943,0.018536743243975667,0.973109789241714,0.9943820224719101,0.9952153110047847,0.9952153110047847,0.9952153110047847,0.9931972789115646,0.9931972789115646,0.9931972789115646,1.0,1.0,0.0028089887640449437
0.1405971762117064,0.4918839298366186,,,0.08961343588517735,0.7967663500092369,,,,,301,roi,1,roi__extra_trees__nonlinear__original__max_depth14_max_features1.0_min_samples_leaf8_n_estimators220,extra_trees,extra_trees,nonlinear,original,0.263158699999849,0.005199066917461914,0.9786111748195074,0.9966777408637874,0.9940828402366864,1.0,0.9970326409495549,1.0,0.9924812030075187,0.9962264150943396,1.0,0.0,0.0033222591362126247
0.1101347688981793,0.6313301852499222,,,-0.008344165676235924,0.7263592515677594,,,,,337,roi,2,roi__extra_trees__nonlinear__original__max_depth14_max_features1.0_min_samples_leaf8_n_estimators220,extra_trees,extra_trees,nonlinear,original,0.35886550000009265,0.010996210271828843,0.9770138821696983,0.9910979228486647,1.0,0.9948717948717949,0.9974293059125964,0.9790209790209791,1.0,0.9893992932862191,0.0,1.0,0.0
0.17225226145002195,1.2494844761070765,,,-0.011324996807683025,0.39901867320551887,,,,,330,roi,3,roi__extra_trees__nonlinear__original__max_depth14_max_features1.0_min_samples_leaf8_n_estimators220,extra_trees,extra_trees,nonlinear,original,0.4983782000001611,0.01940493529494841,0.9711097983245391,0.9939393939393939,0.9949494949494949,0.9949494949494949,0.9949494949494949,0.9924242424242424,0.9924242424242424,0.9924242424242424,1.0,1.0,0.0030303030303030303
0.20232367233840837,1.4329813522487331,,,-0.05825075531981389,0.43468193963486623,,,,,356,roi,4,roi__extra_trees__nonlinear__original__max_depth14_max_features1.0_min_samples_leaf8_n_estimators220,extra_trees,extra_trees,nonlinear,original,0.6109833000000435,0.01963847888017868,0.9731460950161342,0.9943820224719101,0.9952153110047847,0.9952153110047847,0.9952153110047847,0.9931972789115646,0.9931972789115646,0.9931972789115646,1.0,1.0,0.0028089887640449437
