row_id,case_id,id_material,subcadena,factor_descuento,duracion_dias,volumen_base_sem,elasticidad_estimada,flag_secundario,fecha_referencia,grid_type,duracion_semanas,volumen_base_tanda,elasticidad_abs,descuento_x_elasticidad,descuento_x_duracion,factor_descuento_sq,duracion_dias_sq,log1p_volumen_base_sem,log1p_volumen_base_tanda,mes,trimestre,semana_anio,mes_sin,mes_cos,semana_anio_sin,semana_anio_cos,nivel_soporte,local_support_count,distancia_descuento_mas_cercano,flag_duracion_observada,flag_descuento_en_rango_local,flag_extrapolacion,uplift_esperado,roi_esperado,volumen_incremental_esperado,volumen_promo_esperado,uplift_lower_90,uplift_upper_90,roi_lower_90,roi_upper_90,volumen_incremental_lower_90,volumen_incremental_upper_90,volumen_promo_lower_90,volumen_promo_upper_90,penalizacion_soporte_uplift,penalizacion_soporte_roi,uplift_robusto,roi_robusto,flag_uplift_invalido,flag_demanda_invalida,flag_optimo_en_limite_descuento,flag_optimo_en_limite_duracion,uplift_challenger,roi_challenger,desacuerdo_uplift_abs,desacuerdo_roi_abs,flag_model_disagreement,flag_guardrails_robustos,solution_type
89,caso_a_soporte_alto,PD008,Cadena01,0.22,14,2849.45,-2.0084999999999997,no,2025-12-29,principal_soportada,2.0,5698.9,2.0084999999999997,0.44186999999999993,3.08,0.0484,196,7.955232155535477,8.648203909809096,12,4,1,-2.4492935982947064e-16,1.0,0.12053668025532305,0.992708874098054,soporte_alto,2,0.0,True,True,False,0.5048486990176646,0.03829657926107743,2877.0822508317688,8575.982250831768,0.20934959659985103,0.8003478014354781,0.0059397071403761575,0.0706534513817787,1193.0624160628909,4561.102085600646,6891.962416062891,10260.002085600645,0.0,0.0,0.20934959659985103,0.0059397071403761575,False,False,False,False,0.5273691972619268,0.036908758934921106,0.022520498244262166,0.0013878203261563221,False,True,growth
265,caso_b_alto_volumen,PD013,Cadena02,0.21,21,3828.55,-1.0735000000000001,no,2025-12-29,principal_soportada,3.0,11485.65,1.0735000000000001,0.22543500000000002,4.41,0.04409999999999999,441,8.250502581799209,9.348940770455126,12,4,1,-2.4492935982947064e-16,1.0,0.12053668025532305,0.992708874098054,soporte_medio,1,0.0,True,True,False,0.3528859229498462,0.14607138342637513,4053.1242009289012,15538.774200928901,0.057386820532032645,0.6483850253676597,0.11371451130567387,0.1784282555470764,659.1249352437408,7447.123466614061,12144.77493524374,18932.77346661406,0.02,0.01,0.03738682053203264,0.10371451130567387,False,False,False,True,0.35612166024056785,0.144403405780899,0.0032357372907216297,0.001667977645476132,False,True,growth
410,caso_c_sku_reciente,PD015,Cadena03,0.14,21,4367.549999999999,-0.718,no,2025-12-29,principal_soportada,3.0,13102.649999999998,0.718,0.10052000000000001,2.9400000000000004,0.019600000000000003,441,8.382186425248934,9.48064609633444,12,4,1,-2.4492935982947064e-16,1.0,0.12053668025532305,0.992708874098054,soporte_bajo,1,0.006000000000000005,True,True,False,0.1475715878433176,1.2136533521317208,1933.5788654552448,15036.228865455245,-0.147927514574496,0.44307069026113116,1.1812964800110195,1.246010224252422,-1938.2424488395195,5805.40017975001,11164.407551160477,18908.050179750007,0.06,0.03,-0.207927514574496,1.1512964800110195,False,False,False,True,0.1342957571528362,1.2238978436161554,0.013275830690481383,0.010244491484434626,False,True,growth
